-0.044563994 0.046539094 0.013269095 -0.020998266
-0.04363321 -0.14877062 0.012849129 0.2758415
-0.046608623 0.046165682 0.018365959 -0.012761264
-0.04568531 -0.14921477 0.018110733 0.28565928
-0.048669606 0.04564426 0.02382392 -0.0012570687
-0.04775672 0.24041659 0.023798779 -0.2863291
-0.04294839 0.044963453 0.018072197 0.013763777
-0.04204912 0.23982163 0.018347472 -0.2731628
-0.037252687 0.044442754 0.012884216 0.025250023
-0.036363833 -0.15086158 0.013389217 0.32197005
-0.039381064 -0.34617162 0.019828618 0.61884516
-0.046304498 -0.15133215 0.032205522 0.33247265
-0.04933114 0.04331695 0.038854975 0.050117195
-0.0484648 0.23786084 0.039857317 -0.2300579
-0.043707583 0.04219267 0.03525616 0.0749262
-0.04286373 -0.15341651 0.036754683 0.3785208
-0.045932062 0.04116471 0.0443251 0.09764954
-0.045108765 -0.15456356 0.04627809 0.40398088
-0.048200037 0.03987256 0.054357708 0.12623987
-0.047402587 -0.15598428 0.056882504 0.4355645
-0.05052227 0.03828823 0.065593794 0.16134149
-0.04975651 0.2324128 0.068820626 -0.10994842
-0.04510825 0.42648456 0.066621654 -0.38014963
-0.036578562 0.6206003 0.059018664 -0.65110505
-0.024166554 0.42470816 0.045996565 -0.34043702
-0.015672391 0.22896297 0.039187822 -0.033611543
-0.011093132 0.033301596 0.038515594 0.27117345
-0.0104271 0.22785337 0.04393906 -0.009117006
-0.0058700326 0.032129724 0.043756723 0.29709905
-0.005227438 0.22660148 0.049698703 0.018530998
-0.00069540844 0.42097676 0.05006932 -0.25806653
0.007724127 0.6153495 0.04490799 -0.53454596
0.020031117 0.80981207 0.03421707 -0.8127473
0.036227357 0.6142386 0.017962126 -0.5095009
0.04851213 0.41886824 0.0077721085 -0.2112121
0.056889497 0.22363605 0.0035478664 0.08391235
0.061362214 0.41870695 0.0052261134 -0.20764911
0.069736354 0.22351067 0.0010731311 0.0866778
0.07420657 0.41861722 0.002806687 -0.20566636
0.08257891 0.22345525 -0.0013066403 0.08790061
0.08704802 0.028352048 0.00045137186 0.380171
0.08761506 0.22346759 0.008054792 0.08763043
0.09208441 0.02823111 0.0098074 0.38284373
0.092649035 0.22321245 0.017464275 0.09326912
0.09711328 0.4180798 0.019329658 -0.19385308
0.105474874 0.22268674 0.015452595 0.1048643
0.109928615 0.41758388 0.017549882 -0.18290362
0.11828029 0.22221527 0.01389181 0.11526358
0.12272459 0.026897041 0.016197082 0.41229668
0.12326253 0.2217857 0.024443015 0.1247638
0.12769824 0.026322244 0.026938291 0.42505693
0.1282247 0.22105245 0.035439428 0.14098647
0.13264574 0.41564938 0.03825916 -0.14030863
0.14095873 0.6102031 0.035452988 -0.42068017
0.15316279 0.4145972 0.027039383 -0.11703475
0.16145474 0.2190985 0.024698688 0.18405476
0.1658367 0.4138585 0.028379783 -0.10073547
0.17411388 0.21834156 0.026365073 0.20076439
0.17848071 0.022852646 0.03038036 0.5016463
0.17893776 -0.17268407 0.040413287 0.80374646
0.17548408 0.021861145 0.056488216 0.52404517
0.1759213 0.2161445 0.06696912 0.24968366
0.18024419 0.020133289 0.071962796 0.56271565
0.18064685 0.21417555 0.08321711 0.29354438
0.18493037 0.40801856 0.08908799 0.028223693
0.19309074 0.60175747 0.089652464 -0.23507495
0.20512588 0.4054766 0.08495097 0.08448645
0.21323542 0.5992846 0.0866407 -0.18023162
0.22522111 0.79306674 0.083036065 -0.44437405
0.24108244 0.9869217 0.07414858 -0.70977
0.2608209 0.7908554 0.059953183 -0.39469898
0.276638 0.59493625 0.052059203 -0.08373259
0.28853673 0.7892748 0.05038455 -0.359547
0.3043222 0.59347415 0.043193612 -0.051411975
0.3161917 0.787951 0.042165373 -0.33016017
0.33195072 0.98244816 0.03556217 -0.60925364
0.35159966 1.1770554 0.023377096 -0.8905269
0.3751408 0.9816242 0.005566559 -0.5905879
0.39477327 0.78642476 -0.0062452 -0.29615673
0.41050178 0.5913924 -0.012168335 -0.005449979
0.4223296 0.7866867 -0.012277335 -0.30194718
0.43806335 0.5917419 -0.018316278 -0.013161418
0.44989818 0.39688733 -0.018579507 0.2736867
0.45783594 0.5922694 -0.013105773 -0.024797868
0.46968132 0.78757685 -0.013601731 -0.32158682
0.48543286 0.98288983 -0.020033468 -0.618528
0.50509065 0.78805333 -0.032404028 -0.33222136
0.52085173 0.9836212 -0.039048456 -0.63494426
0.5405241 0.789065 -0.051747337 -0.3548098
0.55630547 0.98488307 -0.058843534 -0.66335064
0.57600313 0.790627 -0.07211055 -0.38976085
0.59181565 0.5965986 -0.07990576 -0.12065684
0.6037476 0.40270704 -0.0823189 0.14578526
0.61180174 0.5989055 -0.0794032 -0.17169024
0.6237799 0.4050045 -0.082837 0.094924815
0.63188 0.60121 -0.0809385 -0.22270049
0.64390415 0.40733257 -0.08539251 0.04339363
0.6520508 0.6035686 -0.08452464 -0.2749628
0.66412216 0.409748 -0.0900239 -0.01009042
0.67231715 0.606038 -0.090225704 -0.32976437
0.68443793 0.8023207 -0.096820995 -0.6494813
0.70048434 0.60867125 -0.10981062 -0.3887885
0.71265775 0.41526532 -0.11758639 -0.13264643
0.72096306 0.22200686 -0.12023932 0.120748736
0.7254032 0.028794438 -0.117824346 0.37320963
0.7259791 0.22537583 -0.11036015 0.04582169
0.7304866 0.031995196 -0.10944372 0.30174792
0.7311265 0.22849299 -0.10340876 -0.023347557
0.7356964 0.03499433 -0.10387571 0.23500194
0.73639625 0.2314352 -0.09917567 -0.088555634
0.741025 0.037864357 -0.100946784 0.17126398
0.74178225 -0.15567875 -0.097521506 0.43047273
0.7386687 -0.34929425 -0.08891205 0.69089013
0.7316828 -0.15305844 -0.075094245 0.37159342
0.7286216 0.04304556 -0.06766238 0.056209467
0.72948253 -0.15104426 -0.06653819 0.32680047
0.72646165 -0.3451589 -0.06000218 0.5977803
0.7195585 -0.14925095 -0.048046574 0.28681716
0.7165734 0.0465221 -0.04231023 -0.020623796
0.71750385 -0.14796834 -0.042722706 0.25841528
0.71454453 0.047736667 -0.037554402 -0.047431022
0.7154992 -0.14682722 -0.03850302 0.23317063
0.7125627 0.048823122 -0.03383961 -0.07140446
