1543521929.5086348,5,10.0
1543521929.622599,11,11.0
1543521929.697439,15,12.0
1543521929.765391,18,12.0
1543521929.8863318,24,25.0
1543521930.1129868,36,20.0
1543521930.2073228,40,21.0
1543521930.242485,42,17.0
1543521930.2742379,44,11.0
1543521930.291084,45,14.0
1543521930.332006,47,35.0
1543521930.4514089,53,23.0
1543521930.470447,54,22.0
1543521930.4902568,55,26.0
1543521930.506987,56,14.0
1543521930.699278,65,15.0
1543521930.765013,68,9.0
1543521930.837152,71,33.0
1543521930.855819,72,20.0
1543521930.871912,73,14.0
1543521930.8880022,74,12.0
1543521930.9756281,79,10.0
1543521931.137633,87,12.0
1543521931.267252,94,22.0
1543521931.4194298,102,36.0
1543521931.478566,105,28.0
1543521931.4982028,106,24.0
1543521931.64154,113,19.0
1543521931.749196,118,15.0
1543521931.896915,126,10.0
1543521931.9583921,129,24.0
1543521931.977201,130,20.0
1543521932.142047,139,12.0
1543521932.1811001,141,24.0
1543521932.206296,142,48.0
1543521932.22876,143,34.0
1543521932.369675,150,9.0
1543521932.491014,155,37.0
1543521932.524838,157,10.0
1543521932.54404,158,26.0
1543521932.626869,162,18.0
1543521932.725586,167,16.0
1543521932.7506728,168,46.0
1543521932.825705,171,42.0
1543521932.968071,177,60.0
1543521932.986541,178,19.0
1543521933.0300212,180,20.0
1543521933.1001542,183,79.0
1543521933.142848,185,23.0
1543521933.16168,186,22.0
1543521933.203278,188,33.0
1543521933.240026,190,20.0
1543521933.2681391,191,57.0
1543521933.405071,198,25.0
1543521933.5535512,206,19.0
1543521933.5770528,207,37.0
1543521933.608511,208,68.0
1543521933.702917,212,59.0
1543521933.909358,222,25.0
1543521933.92817,223,22.0
1543521933.962055,225,18.0
1543521934.070446,229,27.0
1543521934.14093,232,33.0
1543521934.160162,233,24.0
1543521934.1773329,234,17.0
1543521934.239599,237,61.0
1543521934.532,249,43.0
1543521934.6646762,255,19.0
1543521934.7269819,258,50.0
1543521934.767661,260,39.0
1543521934.791584,261,40.0
1543521934.8255029,263,12.0
1543521934.916235,267,52.0
1543521935.0031202,271,19.0
1543521935.040042,273,14.0
1543521935.146705,278,23.0
1543521935.4641972,292,27.0
1543521935.585154,297,30.0
