1543516910,5,0.562218487
1543516912,18,0.557522118
1543516913,24,0.552010655
1543516916,40,0.548173666
1543516916,42,0.547914743
1543516916,45,0.553045034
1543516917,47,0.552159071
1543516918,53,0.546985924
1543516918,56,0.546248317
1543516920,65,0.544665635
1543516920,71,0.5391258
1543516921,73,0.542914689
1543516921,74,0.539818704
1543516922,79,0.537757039
1543516923,87,0.53525418
1543516924,94,0.537753522
1543516925,102,0.532434642
1543516926,105,0.535669982
1543516926,106,0.531060696
1543516927,113,0.527868152
1543516928,118,0.529908895
1543516929,126,0.5286147
1543516931,139,0.525079846
1543516933,150,0.524191856
1543516933,155,0.519666314
1543516934,158,0.518405437
1543516935,167,0.519077599
1543516935,168,0.520683348
1543516937,178,0.516682804
1543516938,183,0.513664305
1543516938,185,0.511096656
1543516938,186,0.508306026
1543516939,190,0.509956002
1543516940,198,0.509373307
1543516941,206,0.511487961
1543516941,207,0.509633601
1543516942,212,0.50775212
1543516944,223,0.503134906
1543516945,229,0.502625406
1543516946,234,0.499262899
1543516946,237,0.498955727
1543516948,249,0.49857828
1543516949,255,0.495705456
1543516950,260,0.496233433
1543516950,263,0.491715014
1543516951,267,0.491684407
1543516951,271,0.488700867
1543516951,273,0.491919607
1543516954,292,0.487231493
1543516955,297,0.489152372
1543516955,298,0.486354381
1543516956,303,0.488153368
1543516957,308,0.481946498
1543516957,310,0.480132401
1543516958,318,0.480745584
1543516958,319,0.48270154
1543516960,326,0.483182281
1543516960,327,0.476049811
1543516960,330,0.477608532
1543516962,339,0.475367904
1543516963,347,0.472476214
1543516965,363,0.469199181
1543516966,367,0.467397511
1543516967,373,0.4639422
1543516967,377,0.468900621
1543516968,379,0.468912721
1543516970,392,0.465297341
1543516972,408,0.466226161
1543516974,421,0.459638536
1543516974,422,0.461521447
1543516974,424,0.459212959
1543516975,430,0.453980654
1543516977,439,0.453523099
1543516977,441,0.450517178
1543516977,442,0.453915715
1543516978,445,0.456982434
1543516979,451,0.448114127
1543516980,460,0.449915558
1543516980,463,0.446400911
1543516981,464,0.45555988
1543516982,474,0.448408961
1543516984,489,0.442216724
1543516985,491,0.439615875
1543516985,493,0.443073779
1543516989,507,0.434491664
1543516990,512,0.437136292
