-0.044563994 0.046539094 0.013269095 -0.020998266
-0.06427906 -0.73496264 0.047236163 1.1728673
-0.1465765 -1.5188614 0.17848997 2.4474478
-0.29159027 -2.2999954 0.4161535 3.8783662
-0.49842682 -3.0493596 0.77285486 5.441229
-0.7629233 -3.7091749 1.254897 6.9665365
-1.0763901 -4.243171 1.8520461 8.207773
-1.4302945 -4.7362204 2.5328133 8.831344
-0.039751574 0.017307635 -0.010742326 0.016984606
-0.061765064 -0.7629174 0.025374917 1.1820489
-0.14627057 -1.5460228 0.15659492 2.431976
-0.29345796 -2.3275409 0.39241374 3.844352
-0.5025626 -3.0796607 0.74608153 5.399686
-0.7696313 -3.7447174 1.2249258 6.9322214
-1.0860865 -4.282548 1.8198748 8.194736
-1.4430778 -4.771243 2.5007036 8.860987
-0.044016104 0.0026987244 -0.04597093 0.04779441
-0.0671356 -0.77550423 -0.008745088 1.1683508
-0.1526001 -1.5572326 0.12012673 2.3774748
-0.30068246 -2.3393257 0.35051465 3.7565613
-0.5108457 -3.0965304 0.6965439 5.296445
-0.77955776 -3.7722294 1.1673125 6.8410563
-1.0985442 -4.319431 1.7559747 8.143041
-1.4584396 -4.80197 2.4347444 8.89042
-0.0037063258 0.0129647935 0.044704843 0.019927783
-0.026158579 -0.7702324 0.08311787 1.2535887
-0.11131812 -1.5551926 0.22208191 2.569784
-0.25921318 -2.334518 0.47067356 4.0359178
-0.4686084 -3.0753312 0.84054166 5.6107144
-0.7347319 -3.719196 1.3356376 7.111372
-1.0485542 -4.2412443 1.9427593 8.289721
-1.4024756 -4.7466846 2.6267877 8.785814
-0.0046529695 0.040278185 -0.045910772 0.04221768
-0.024766078 -0.73791784 -0.009131639 1.1626341
-0.10722301 -1.5196263 0.11926573 2.3710954
-0.2522972 -2.3017542 0.34911603 3.7492714
-0.45946005 -3.0591984 0.6945412 5.288626
-0.7252006 -3.7354593 1.1646932 6.833799
-1.0412655 -4.2832723 1.7528213 8.137617
-1.3982719 -4.765698 2.431255 8.888891
0.02816094 -0.048438594 -0.007301889 0.019533725
0.00088171335 -0.82886314 0.029151998 1.1890694
-0.08890446 -1.6121094 0.16107158 2.443578
-0.2413778 -2.3935032 0.39794597 3.8599386
-0.4557413 -3.1448379 0.752933 5.417004
-0.7279798 -3.8082917 1.2331264 6.9475055
-1.0494716 -4.34473 1.8291465 8.204092
-1.4114453 -4.834368 2.5104115 8.85814
0.03643525 0.02937449 0.025117686 -0.03879113
0.015327915 -0.7527366 0.058091894 1.1690537
-0.06840485 -1.5370057 0.18941486 2.4556386
-0.21486874 -2.3179095 0.42802748 3.8954964
-0.42310482 -3.065852 0.7862443 5.46175
-0.68884623 -3.7230546 1.2698553 6.9831333
-1.003354 -4.255256 1.868052 8.213456
-1.3582623 -4.750656 2.5487099 8.815319
0.00074009754 -0.023911612 -0.018529978 -0.01657186
-0.024556436 -0.8036315 0.014586285 1.1372478
-0.112304196 -1.5863117 0.14181325 2.3731406
-0.26271906 -2.36831 0.37249237 3.771717
-0.47515494 -3.1234846 0.72008026 5.3205047
-0.74590874 -3.7950976 1.1927238 6.8607426
-1.0666082 -4.339172 1.7825445 8.146362
-1.4281269 -4.8249755 2.460728 8.860752
0.0017577066 0.04038352 -0.009087145 -0.00983419
-0.018411972 -0.7398914 0.024934256 1.1563252
-0.10107478 -1.5229794 0.15406922 2.4049191
-0.24642165 -2.3046894 0.38764748 3.8147113
-0.45372057 -3.0577927 0.7388867 5.368726
-0.7190986 -3.7250228 1.2153031 6.903838
-1.0340525 -4.2650733 1.8081659 8.1735735
-1.3896532 -4.753089 2.4876888 8.855147
0.040727235 -0.01527685 -0.00053309865 -0.024365215
0.016090281 -0.79601157 0.03264396 1.1520908
